"","event","flight_number","date","hour","hour_format","location","origin","destination","longitude","latitude","tcas_type"
"207","long_ldg","AVA9778","2018-10-11","19:03:11","UTC","","BOG","ADZ","-81.7030944824219","12.5882720947266",""
"208","long_ldg","AVA052","2018-10-09","06:05:28","UTC","","LIM","BOG","-74.1336822509766","4.6992301940918",""
"209","long_ldg","AVA8506","2018-10-07","16:50:57","UTC","","BOG","MTR","-75.8317565917969","8.82974624633789",""
"210","long_ldg","AVA8402","2018-10-06","23:25:16","UTC","","BOG","EYP","-72.380859375","5.3223729133606",""
"211","long_ldg","TPU921","2018-10-07","06:57:09","UTC","","LIM","GIG","-43.2478523254395","-22.8230667114258",""
"212","long_ldg","AVA9338","2018-10-11","15:16:59","UTC","","BOG","MDE","-75.4232025146484","6.17465972900391",""
"213","long_ldg","AVA8521","2018-10-17","17:39:23","UTC","","BAQ","BOG","-74.1336822509766","4.6992301940918",""
"214","long_ldg","TAI457","2018-10-14","04:53:48","UTC","","SAL","UIO","-78.3546600341797","-0.118961334228516",""
"215","long_ldg","AVA9340","2018-10-25","12:30:38","UTC","","BOG","MDE","-75.4232025146484","6.17483139038086",""
"216","long_ldg","AVA9431","2018-10-22","18:00:15","UTC","","CLO","MDE","-75.4231338500977","6.16769599914551",""
"217","long_ldg","AVA9819","2018-10-06","03:38:38","UTC","","CTG","BOG","-74.153938293457","4.69888687133789",""
"218","long_ldg","TPU921","2018-10-10","07:08:11","UTC","","LIM","GIG","-43.2442474365234","-22.8254699707031",""
"219","long_ldg","AVA8503","2018-10-04","20:15:04","UTC","","BOG","PEI","-75.7320251464844","4.81510162353516",""
"220","long_ldg","LRC671","2018-10-06","15:58:18","UTC","","SAL","SJO","-84.2021331787109","9.99635696411133",""
"221","long_ldg","AVA9856","2018-10-13","07:40:07","UTC","","PEI","ADZ","-81.7082366943359","12.5853538513184",""
"222","long_ldg","AVA017","2018-10-23","22:32:25","UTC","","MAD","MDE","-75.4231872558594","6.17324542999268",""
"223","long_ldg","AVA9394","2018-10-13","11:47:43","UTC","","MDE","BGA","-73.1866302490234","7.13115692138672",""
"224","long_ldg","AVA8572","2018-10-26","12:25:57","UTC","","BOG","BGA","-73.1880035400391","7.13459014892578",""
"225","long_ldg","AVA9460","2018-10-25","13:22:27","UTC","","BOG","BGA","-73.1878280639648","7.13424682617188",""
"226","TCAS - RA","GLG8380","2018-10-19","11:28:46","UTC","","GYE","BOG","-74.392204284668","4.92547988891602","TCAS Resolution"
"227","TCAS - RA","AVA9282","2018-10-16","16:22:34","UTC","","IBE","BOG","-74.9273681640625","4.60185623168945","TCAS Resolution"
